sweet_contraction;useful_contraction;0
sharp_contraction;thick_contraction;1
smooth_contraction;stunning_contraction;2
spontaneous_contraction;slippery_contraction;3
sudden_contraction;spatial_contraction;4
true_contraction;useless_contraction;5
tough_contraction;sour_contraction;6
unpleasant_contraction;vague_contraction;7
supplementary_contraction;sound_contraction;8
vague_contraction;superior_contraction;9
sound_contraction;ultimate_contraction;10
tender_contraction;sweet_contraction;11
subjective_contraction;spontaneous_contraction;12
small_contraction;straight_contraction;13
skilled_contraction;short_contraction;14
stunning_contraction;sour_contraction;15
traditional_contraction;usual_contraction;16
trivial_contraction;universal_contraction;17
unpleasant_contraction;uneasy_contraction;18
thoughtful_contraction;systematic_contraction;19
true_contraction;thirsty_contraction;20
unemployed_contraction;smart_contraction;21
tropical_contraction;straight_contraction;22
strange_contraction;unanimous_contraction;23
solid_contraction;statistical_contraction;24
thick_contraction;spatial_contraction;25
strange_contraction;standard_contraction;26
solid_contraction;unanimous_contraction;27
unemployed_contraction;trivial_contraction;28
sharp_contraction;tidy_contraction;29
shy_contraction;trivial_contraction;30
sick_contraction;stable_contraction;31
subsequent_contraction;tidy_contraction;32
useless_contraction;talented_contraction;33
talkative_contraction;stupid_contraction;34
unexpected_contraction;sick_contraction;35
toxic_contraction;square_contraction;36
still_contraction;steady_contraction;37
sick_contraction;stupid_contraction;38
single_contraction;sound_contraction;39
similar_contraction;single_contraction;40
slippery_contraction;sophisticated_contraction;41
strategic_contraction;socialist_contraction;42
true_contraction;ultimate_contraction;43
terminal_contraction;sophisticated_contraction;44
tropical_contraction;tight_contraction;45
typical_contraction;steep_contraction;46
ugly_contraction;stupid_contraction;47
stunning_contraction;sharp_contraction;48
temporary_contraction;stable_contraction;49
unaware_contraction;unanimous_contraction;50
sticky_contraction;tropical_contraction;51
skilled_contraction;uniform_contraction;52
vacant_contraction;unlawful_contraction;53
ugly_contraction;typical_contraction;54
unlike_contraction;tall_contraction;55
solid_contraction;straight_contraction;56
unemployed_contraction;skilled_contraction;57
solar_contraction;sudden_contraction;58
stable_contraction;vague_contraction;59
solar_contraction;structural_contraction;60
unexpected_contraction;talented_contraction;61
sour_contraction;tropical_contraction;62
still_contraction;skilled_contraction;63
superior_contraction;sympathetic_contraction;64
traditional_contraction;sharp_contraction;65
shy_contraction;single_contraction;66
subsequent_contraction;trivial_contraction;67
stubborn_contraction;useless_contraction;68
sweet_contraction;solid_contraction;69
successful_contraction;slippery_contraction;70
sudden_contraction;unexpected_contraction;71
tender_contraction;tall_contraction;72
structural_contraction;sound_contraction;73
ultimate_contraction;sour_contraction;74
steep_contraction;short_contraction;75
thirsty_contraction;statistical_contraction;76
universal_contraction;stubborn_contraction;77
sophisticated_contraction;systematic_contraction;78
stubborn_contraction;slow_contraction;79
subsequent_contraction;still_contraction;80
structural_contraction;subjective_contraction;81
strong_contraction;surprised_contraction;82
statistical_contraction;unemployed_contraction;83
unlike_contraction;stable_contraction;84
unemployed_contraction;useless_contraction;85
sour_contraction;universal_contraction;86
talented_contraction;unlikely_contraction;87
successful_contraction;subjective_contraction;88
uniform_contraction;small_contraction;89
useless_contraction;technical_contraction;90
vague_contraction;stupid_contraction;91
shy_contraction;universal_contraction;92
steep_contraction;surprising_contraction;93
square_contraction;sharp_contraction;94
temporary_contraction;specified_contraction;95
standard_contraction;traditional_contraction;96
sound_contraction;sudden_contraction;97
talented_contraction;urban_contraction;98
steep_contraction;terminal_contraction;99
